18412,B,13567
13567,C,24983
24983,D,32073
32073,D,11281
11281,D,12500
12500,A,26588
26588,A,12912
12912,A,24849
24849,A,8439
8439,A,16565
16565,A,7646
7646,D,13299
13299,A,28317
28317,A,6644
6644,A,26993
26993,D,13218
13218,A,22249
22249,A,19841
19841,A,24391
24391,D,10080
10080,D,25537
25537,D,23988
23988,D,16527
16527,D,31933
31933,D,25184
25184,D,22898
22898,A,13362
13362,A,7442
7442,A,23116
23116,B,18265
18265,C,24512
24512,D,7047
7047,D,3124
3124,D,13482
13482,D,32516
32516,A,3015
3015,A,27796
27796,A,29902
29902,D,10274
10274,D,15157
15157,D,5121
5121,D,31523
31523,B,18724
18724,C,17920
17920,A,23629
23629,A,9163
9163,A,30937
30937,D,14926
14926,D,9201
9201,A,3655
3655,A,27446
27446,A,6552
6552,A,2524
2524,A,28076
28076,A,23851
23851,A,4231
4231,A,18107
18107,A,22170
22170,D,13770
13770,D,23766
23766,A,10055
10055,A,12734
12734,A,14264
14264,D,11876
11876,D,2848
2848,A,22095
22095,A,20682
20682,A,12868
12868,B,27757
27757,C,23399
23399,A,28320
28320,A,11244
11244,A,17608
17608,D,6804
6804,D,8751
8751,D,29542
29542,D,6463
6463,D,12369
12369,A,15710
15710,A,7500
7500,A,24964
24964,B,18990
18990,C,2657
2657,D,28996
28996,D,1465
1465,A,10199
10199,A,11117
11117,A,28506
28506,D,22958
22958,D,15579
15579,A,15999
15999,A,17957
17957,A,7505
7505,D,23057
23057,A,5898
5898,A,3598
3598,A,24781
24781,D,6882
6882,D,22659
22659,D,2865
2865,A,27667
27667,A,25785
25785,A,13019
13019,D,14591
14591,D,28784
28784,D,14303
14303,D,2005
2005,D,20428
20428,D,14816
14816,D,13267
13267,D,6220
6220,D,4257
4257,A,28583
28583,A,5058
5058,A,20336
20336,D,20685
20685,A,11541
11541,A,21299
21299,A,6414
6414,D,7098
7098,D,21917
21917,A,23620
23620,A,2740
2740,A,10362
10362,B,20802
20802,C,4361
4361,D,13419
13419,B,8554
8554,A,28306
28306,A,18279
18279,A,24406
24406,D,6364
6364,D,17412
17412,A,26948
26948,A,3004
3004,A,11313
11313,A,5281
5281,A,11914
11914,A,7437
7437,D,16790
16790,D,13353
13353,A,18746
18746,A,26080
26080,A,2342
2342,D,28292
28292,A,3339
3339,A,23830
23830,A,11039
11039,D,15957
15957,D,15714
15714,D,13238
13238,D,20807
20807,D,11014
11014,A,4434
4434,A,15885
15885,A,27388
27388,D,10896
10896,A,3474
3474,A,17059
17059,A,6416
6416,A,16520
16520,A,3001
3001,A,9206
9206,D,5141
5141,B,12110
12110,C,10608
10608,B,8795
8795,C,22950
22950,B,7014
7014,C,11093
11093,A,10527
10527,A,4328
4328,A,13232
13232,D,7805
7805,D,29556
29556,D,5689
5689,D,23417
23417,A,18895
18895,A,26257
26257,A,21365
21365,B,15377
15377,C,8134
8134,A,16265
16265,A,3429
3429,A,4955
4955,B,11170
11170,C,12079
12079,D,4890
4890,B,25460
25460,C,11123
11123,A,24803
24803,A,14201
14201,A,25358
25358,D,6811
6811,A,22768
22768,A,24321
24321,A,11151
11151,D,18769
18769,B,14940
14940,A,3157
3157,A,9312
9312,A,6565
6565,B,25273
25273,C,5333
5333,D,24625
24625,D,24295
24295,D,3303
3303,A,13700
13700,A,12534
12534,A,24542
24542,A,10590
10590,A,17075
17075,A,1653
1653,A,13832
13832,A,11224
11224,A,15180
15180,D,17871
17871,D,12999
12999,D,1617
1617,D,6448
6448,A,8612
8612,A,23881
23881,A,29475
29475,B,2414
2414,C,1798
1798,D,12675
12675,D,9954
9954,A,9796
9796,A,5967
5967,A,5034
5034,B,25862
25862,C,16203
16203,D,22333
22333,D,3506
3506,D,18257
18257,D,17639
17639,D,20223
20223,D,20857
20857,D,9667
9667,D,21880
21880,B,19147
19147,C,28039
28039,D,18056
18056,D,9518
9518,D,6049
6049,D,27693
27693,D,27049
27049,D,18524
18524,D,24934
24934,A,2073
2073,A,4962
4962,A,3361
3361,D,10655
10655,D,10657
10657,D,7138
7138,A,5565
5565,A,13729
13729,A,27882
27882,D,16253
16253,A,23682
23682,A,9979
9979,A,10230
10230,D,15554
15554,D,22707
22707,A,24159
24159,A,12697
12697,A,10101
10101,D,30011
30011,B,24118
24118,C,16666
16666,D,10764
10764,A,26071
26071,A,24367
24367,A,14737
14737,D,4975
4975,A,23279
23279,A,6014
6014,A,9585
9585,A,14479
14479,A,18052
18052,A,9575
9575,B,11682
11682,C,24786
24786,D,26638
26638,A,22026
22026,A,23076
23076,A,8407
8407,D,6514
6514,D,22775
22775,D,6021
6021,D,24588
24588,A,19642
19642,A,25901
25901,A,6299
6299,D,13494
13494,D,17539
17539,A,7329
7329,A,24345
24345,A,14641
14641,D,18413
18413,A,10879
10879,A,5776
5776,A,8553
8553,B,32313
32313,C,28852
28852,D,28835
28835,D,4832
4832,A,12047
12047,A,25268
25268,A,14616
14616,D,25898
25898,D,8366
8366,A,9647
9647,A,25914
25914,A,25461
25461,A,32028
32028,A,9732
9732,A,4498
4498,D,14305
14305,A,31195
31195,A,4730
4730,A,3382
3382,D,7134
7134,D,4899
4899,D,24790
24790,A,14865
14865,A,32916
32916,A,6334
6334,D,30550
30550,D,5285
5285,A,33137
33137,A,19228
19228,A,4881
4881,A,13490
13490,A,19189
19189,A,9388
9388,D,17774
17774,D,7581
7581,B,20658
20658,C,7411
7411,B,32186
32186,C,19300
19300,D,30696
30696,A,11182
11182,A,33154
33154,A,19830
19830,A,8991
8991,A,5171
5171,A,10724
10724,A,11900
11900,A,6726
6726,A,10552
10552,A,16467
16467,A,8025
8025,A,9742
9742,B,22587
22587,C,21108
21108,A,6603
6603,A,15545
15545,A,22935
22935,D,8893
8893,D,15082
15082,D,3592
3592,A,27460
27460,A,25659
25659,A,5364
5364,D,17599
17599,D,10320
10320,D,17916
17916,D,30355
30355,D,5551
5551,D,4578
4578,A,7020
7020,A,8332
8332,A,5134
5134,D,20794
20794,D,5287
5287,D,7486
7486,A,27946
27946,A,30733
30733,A,24851
24851,D,28935
28935,D,13781
13781,D,4624
4624,A,5143
5143,A,5873
5873,A,13403
13403,A,26327
26327,A,30406
30406,A,23036
23036,D,21199
21199,D,5283
5283,A,8837
8837,A,4344
4344,A,9310
9310,B,28074
28074,C,4808
4808,B,31710
31710,C,13109
13109,D,6327
6327,D,7089
7089,A,30953
30953,A,9671
9671,A,18441
18441,D,30962
30962,D,11524
11524,D,32235
32235,A,2774
2774,A,7954
7954,A,30066
30066,D,27305
27305,D,22671
22671,D,2094
2094,A,20524
20524,A,26872
26872,A,26214
26214,D,29238
29238,D,16774
16774,D,5235
5235,A,26753
26753,A,2463
2463,A,10410
10410,D,16793
16793,D,16990
16990,A,14644
14644,A,9497
9497,A,19221
19221,A,12411
12411,A,17541
17541,A,5082
5082,D,2065
2065,A,16283
16283,A,27657
27657,A,12883
12883,A,14833
14833,A,3693
3693,A,2855
2855,D,13157
13157,B,5512
5512,C,12051
12051,D,29372
29372,A,26318
26318,A,13189
13189,A,24180
24180,D,5252
5252,A,25219
25219,A,28804
28804,A,13429
13429,D,28216
28216,D,6540
6540,D,22619
22619,A,11989
11989,A,6809
6809,A,23892
23892,D,3755
3755,B,17766
17766,C,19643
19643,D,28971
28971,D,13100
13100,A,15631
15631,A,23358
23358,A,28329
28329,D,26693
26693,B,24346
24346,C,15460
15460,D,25958
25958,D,11963
11963,D,10992
10992,D,3197
3197,D,26617
26617,D,29084
29084,D,6029
6029,D,24216
24216,D,25089
25089,A,13123
13123,A,10589
10589,A,1759
1759,D,25043
25043,D,15196
15196,A,30695
30695,A,30523
30523,A,26673
26673,A,15221
15221,A,20600
20600,A,27735
27735,B,16869
16869,C,4751
4751,A,6528
6528,A,8246
8246,A,5974
5974,B,18472
18472,C,29319
29319,A,12465
12465,A,26287
26287,A,14470
14470,A,5083
5083,A,27165
27165,A,12356
12356,D,18877
18877,D,21764
21764,D,2683
2683,A,6160
6160,A,18371
18371,A,6586
6586,D,3546
3546,A,23540
23540,A,8938
8938,A,14370
14370,D,13946
13946,A,4558
4558,A,18994
18994,A,17368
17368,D,6590
6590,D,4149
4149,D,23131
23131,A,5734
5734,A,30992
30992,A,7538
7538,D,18843
18843,B,32361
32361,C,26135
26135,B,6287
6287,C,13566
13566,A,10244
10244,A,14257
14257,A,10921
10921,D,10408
10408,D,18709
18709,D,14288
14288,A,8580
8580,A,13339
13339,A,6392
6392,D,21891
21891,D,30230
30230,D,8344
8344,D,30036
30036,D,15674
15674,D,4329
4329,D,17726
17726,D,8968
8968,A,8573
8573,A,5539
5539,A,24244
24244,D,26348
26348,D,1800
1800,A,2795
2795,A,1558
1558,A,13048
13048,A,25111
25111,A,19872
19872,A,21789
21789,D,2214
2214,D,26069
26069,D,24986
24986,D,31069
31069,A,27710
27710,A,2215
2215,A,3997
3997,D,18575
18575,A,15633
15633,A,19423
19423,A,30501
30501,A,2298
2298,A,4415
4415,A,23383
23383,D,1786
1786,D,1791
1791,D,5261
5261,D,4934
4934,D,26443
26443,D,23823
23823,D,19107
19107,A,20596
20596,A,3265
3265,A,18199
18199,B,25522
25522,C,1909
1909,D,18991
18991,D,5097
5097,D,3909
3909,A,24267
24267,A,5677
5677,A,16477
16477,B,7899
7899,C,3003
3003,D,5517
5517,A,29056
29056,A,7504
7504,A,2671
2671,D,17668
17668,D,16067
16067,A,16934
16934,A,12296
12296,A,10624
10624,B,17556
17556,C,28574
28574,D,16087
16087,A,5270
5270,A,7876
7876,A,18025
18025,A,8208
8208,A,7384
7384,A,30934
30934,B,4454
4454,C,19150
19150,D,8209
8209,A,4061
4061,A,3257
3257,A,11471
11471,D,26969
26969,D,14652
14652,B,15356
15356,C,25834
25834,A,11518
11518,A,24631
24631,A,22828
22828,D,3613
3613,D,33895
33895,D,8556
8556,D,4907
4907,A,4627
4627,A,33092
33092,A,22412
22412,D,11810
11810,D,16734
16734,D,4681
4681,A,3575
3575,A,28097
28097,A,27872
27872,B,25337
25337,C,15191
15191,A,17849
17849,A,11388
11388,A,24988
24988,D,6385
6385,D,19710
19710,A,5389
5389,A,20311
20311,A,31755
31755,D,9068
9068,D,23362
23362,A,20636
20636,A,22115
22115,A,33250
33250,A,21405
21405,A,10770
10770,A,14992
14992,D,11401
11401,D,11479
11479,A,6891
6891,A,7013
7013,A,12192
12192,D,18866
18866,A,27983
27983,A,23673
23673,A,35057
35057,D,30640
30640,D,13465
13465,B,28436
28436,C,16411
16411,B,13757
13757,C,7527
7527,D,10165
10165,D,32416
32416,D,13580
13580,D,4705
4705,A,9434
9434,A,5316
5316,A,25480
25480,A,27677
27677,A,4911
4911,A,4503
4503,D,16286
16286,D,11633
11633,D,7056
7056,D,22747
22747,A,35222
35222,A,10760
10760,A,14442
14442,A,35997
35997,A,5589
5589,A,33435
33435,A,20702
20702,A,12189
12189,A,15947
15947,D,34791
34791,A,11496
11496,A,34167
34167,A,7433
7433,D,21583
21583,A,18568
18568,A,17946
17946,A,29200
29200,D,22745
22745,D,23717
23717,D,14204
14204,B,16311
16311,C,16680
16680,A,26267
26267,A,17623
17623,A,30515
30515,D,5444
5444,D,21773
21773,A,6105
6105,A,5085
5085,A,4586
4586,D,13079
13079,A,16261
16261,A,22334
22334,A,20746
20746,B,6989
6989,C,22674
22674,D,27353
27353,D,19076
19076,D,23442
23442,D,23278
23278,D,8966
8966,D,23430
23430,A,29812
29812,A,6499
6499,A,8545
8545,B,28059
28059,C,24650
24650,A,19117
19117,A,23725
23725,A,16371
16371,D,15025
15025,D,7946
7946,D,18037
18037,D,18973
18973,D,6039
6039,D,5775
5775,D,23588
23588,D,26023
26023,A,15000
15000,A,32192
32192,A,12413
12413,B,14590
14590,C,4232
4232,D,26783
26783,D,8303
8303,D,15649
15649,D,9023
9023,A,15588
15588,A,26775
26775,A,26601
26601,D,20700
20700,D,19404
19404,A,22859
22859,A,12528
12528,A,11995
11995,D,35348
35348,D,30000
30000,D,18461
18461,A,27854
27854,A,8537
8537,A,9394
9394,D,23701
23701,D,34497
34497,D,8582
8582,D,18040
18040,D,4797
4797,D,6168
6168,D,27449
27449,D,13175
13175,D,23060
23060,D,8728
8728,D,34127
34127,D,20769
20769,D,31495
31495,A,33384
33384,A,18585
18585,A,13062
13062,D,26445
26445,D,5981
5981,D,30674
30674,A,9894
9894,A,33500
33500,A,14215
14215,D,14135
14135,D,16088
16088,D,9751
9751,A,19733
19733,A,31684
31684,A,28064
28064,D,14386
14386,D,15884
15884,B,13190
13190,C,14988
14988,A,26395
26395,A,32401
32401,A,17231
17231,D,15302
15302,D,30087
30087,A,23671
23671,A,24045
24045,A,30212
30212,D,34621
34621,D,24942
24942,D,12839
12839,A,9973
9973,A,12903
12903,A,6655
6655,D,37191
37191,B,16470
16470,C,12652
12652,D,35406
35406,D,31983
31983,A,30628
30628,A,9387
9387,A,33598
33598,A,13646
13646,A,20742
20742,A,24298
24298,D,7608
7608,D,26339
26339,D,17562
17562,A,8720
8720,A,22999
22999,A,10824
10824,D,22663
22663,D,27542
27542,A,35072
35072,A,29680
29680,A,9533
9533,D,34116
34116,A,35658
35658,A,7017
7017,A,16190
16190,D,22702
22702,A,36237
36237,A,5446
5446,A,8848
8848,D,18013
18013,D,24220
24220,D,5635
5635,A,21449
21449,A,22963
22963,A,32023
32023,D,5274
5274,D,7171
7171,A,29165
29165,A,23341
23341,A,22350
22350,A,17289
17289,A,15709
15709,A,12608
12608,D,26113
26113,A,13405
13405,A,16834
16834,A,27649
27649,D,8328
8328,D,14413
14413,A,11499
11499,A,26498
26498,A,7251
7251,D,18456
18456,B,27316
27316,A,31342
31342,A,13872
13872,A,18944
18944,D,37892
37892,B,18525
18525,C,33114
33114,D,27325
27325,A,10989
10989,A,5413
5413,A,18178
18178,D,11639
11639,A,14013
14013,A,26303
26303,A,19827
19827,D,35839
35839,D,6259
6259,D,13990
13990,A,23955
23955,A,28737
28737,A,9017
9017,D,19020
19020,A,31463
31463,A,30703
30703,A,25569
25569,A,25200
25200,A,16472
16472,A,29870
29870,B,28289
28289,C,12071
12071,A,22407
22407,A,30089
30089,A,24776
24776,D,33231
33231,D,7985
7985,A,30848
30848,A,32512
32512,A,16988
16988,D,12241
12241,A,7945
7945,A,13459
13459,A,23661
23661,D,30100
30100,A,17052
17052,A,27673
27673,A,17443
17443,A,28294
28294,A,8749
8749,A,34021
34021,B,7016
7016,C,19349
19349,A,9008
9008,A,5243
5243,A,21607
21607,D,14284
14284,D,29759
29759,D,30047
30047,A,24397
24397,A,25606
25606,A,23356
23356,D,6689
6689,D,18674
18674,A,9874
9874,A,21127
21127,A,10266
10266,D,34282
34282,A,14782
14782,A,7744
7744,A,25236
25236,B,11887
11887,C,7627
7627,B,27019
27019,C,37733
37733,A,12290
12290,A,13733
13733,A,19848
19848,B,19264
19264,C,12246
12246,A,12025
12025,A,21015
21015,A,11785
11785,A,18959
18959,A,16319
16319,A,16049
16049,D,6538
6538,D,17662
17662,D,12508
12508,A,9829
9829,A,30770
30770,A,9891
9891,D,11218
11218,A,30837
30837,A,36700
36700,A,9717
9717,D,21667
21667,B,24578
24578,C,9262
9262,D,32612
32612,D,11122
11122,A,16706
16706,A,12442
12442,A,9771
9771,D,16832
16832,D,19928
19928,A,28093
28093,A,11154
11154,A,11115
11115,D,29013
29013,D,31236
31236,B,15169
15169,A,23905
23905,A,32390
32390,A,11576
11576,D,14414
14414,D,37661
37661,B,23303
23303,C,16126
16126,B,32234
32234,C,12660
12660,D,34967
34967,D,17862
17862,D,29988
29988,A,16652
16652,A,10638
10638,A,12731
12731,A,19486
19486,A,18343
18343,A,16133
16133,D,22638
22638,B,9356
9356,A,19606
19606,A,15820
15820,A,30634
30634,D,27469
27469,A,21785
21785,A,25650
25650,A,14608
14608,B,27104
27104,C,14392
14392,A,26515
26515,A,12784
12784,A,9368
9368,D,25644
25644,D,20360
20360,B,16445
16445,C,29432
29432,A,24961
24961,A,16719
16719,A,23926
23926,D,35732
35732,D,8433
8433,D,20864
20864,A,21280
21280,A,32769
32769,A,38921
38921,D,30586
30586,D,35531
35531,D,16605
16605,D,30059
30059,D,36160
36160,D,15831
15831,A,18965
18965,A,24238
24238,A,8694
8694,D,13627
13627,D,19392
19392,D,16034
16034,D,31491
31491,D,32690
32690,D,11482
11482,A,20121
20121,A,29284
29284,A,34337
34337,A,38502
38502,A,25812
25812,A,13327
13327,D,39220
39220,D,21726
21726,A,30331
30331,A,29554
29554,A,11613
11613,D,26381
26381,B,24363
24363,C,28224
28224,B,15439
15439,C,28904
28904,D,12100
12100,A,9377
9377,A,23215
23215,A,11467
11467,B,32874
32874,C,36301
36301,A,30479
30479,A,21771
21771,A,38587
38587,B,10836
10836,C,17695
17695,A,11616
11616,A,20353
20353,A,32084
32084,D,36107
36107,A,38871
38871,A,32634
32634,A,38356
38356,A,24730
24730,A,11371
11371,A,13756
13756,D,10978
10978,D,20322
20322,A,21738
21738,A,17088
17088,A,36241
36241,D,36996
36996,D,21514
21514,D,35737
35737,D,24564
24564,A,30039
30039,A,10388
10388,A,20984
20984,D,35059
35059,D,23451
23451,A,17719
17719,A,35374
35374,A,34978
34978,D,27390
27390,D,11377
11377,D,38571
38571,A,36962
36962,A,22239
22239,A,38388
38388,A,14759
14759,A,32129
32129,A,36316
36316,D,21054
21054,B,21655
21655,C,32907
32907,B,31947
31947,C,8519
8519,D,23432
23432,A,24980
24980,A,9901
9901,A,14931
14931,D,24147
24147,D,26871
26871,D,8301
8301,A,13042
13042,A,38803
38803,A,30774
30774,D,15171
15171,A,16443
16443,A,27373
27373,A,8908
8908,D,14781
14781,D,29908
29908,D,14486
14486,D,23170
23170,A,29774
29774,A,15661
15661,A,28316
28316,D,30371
30371,D,25747
25747,D,15204
15204,D,19915
19915,D,21433
21433,A,8523
8523,A,38389
38389,A,34907
34907,D,22584
22584,A,23599
23599,A,38442
38442,A,17433
17433,D,22184
22184,D,11612
11612,A,33046
33046,A,29758
29758,A,7093
7093,A,10882
10882,A,19828
19828,A,6872
6872,D,14122
14122,A,19791
19791,A,13045
13045,A,34960
34960,B,14169
14169,C,17285
17285,B,12933
12933,C,33189
33189,A,28518
28518,A,35343
35343,A,37937
37937,A,18396
18396,A,7102
7102,A,5524
5524,D,15256
15256,D,17514
17514,D,34868
34868,D,6082
6082,A,13956
13956,A,33541
33541,A,22294
22294,D,16844
16844,D,17571
17571,D,18291
18291,A,18522
18522,A,7263
7263,A,7256
7256,B,17717
17717,C,13054
13054,D,12131
12131,D,26705
26705,D,26401
26401,D,30698
30698,A,21197
21197,A,7912
7912,A,30197
30197,A,31428
31428,A,32146
32146,A,23139
23139,D,7508
7508,D,12602
12602,D,30587
30587,D,13712
13712,B,16059
16059,C,22625
22625,A,23289
23289,A,20225
20225,A,8254
8254,B,12945
12945,C,31519
31519,D,31335
31335,D,11937
11937,D,9593
9593,D,19451
19451,A,29490
29490,A,4459
4459,A,21418
21418,A,34443
34443,A,34657
34657,A,14720
14720,D,5723
5723,D,18394
18394,D,5509
5509,A,32097
32097,A,34208
34208,A,29931
29931,B,16191
16191,C,30398
30398,D,27754
27754,D,21458
21458,D,33421
33421,A,14075
14075,A,15530
15530,A,12623
12623,D,29019
29019,A,35794
35794,A,33905
33905,A,10866
10866,D,30831
30831,D,8035
8035,A,10481
10481,A,23692
23692,A,11303
11303,A,16234
16234,A,18963
18963,A,28470
28470,D,16013
16013,D,13791
13791,D,9807
9807,A,33819
33819,A,11702
11702,A,20300
20300,D,7095
7095,D,18749
18749,D,27973
27973,A,19554
19554,A,32572
32572,A,13695
13695,D,21570
21570,D,32038
32038,D,33030
33030,D,7077
7077,D,23584
23584,A,11863
11863,A,8228
8228,A,17235
17235,A,10446
10446,A,4688
4688,A,29590
29590,D,21021
21021,D,24767
24767,A,26312
26312,A,19234
19234,A,15571
15571,D,7478
7478,A,24062
24062,A,23547
23547,A,4351
4351,D,26944
26944,D,4587
4587,A,8861
8861,A,16687
16687,A,10803
10803,A,34814
34814,A,6890
6890,A,13696
13696,D,14852
14852,D,11290
11290,A,21516
21516,A,12141
12141,A,14060
14060,D,4458
4458,D,6011
6011,D,24322
24322,D,36511
36511,A,13779
13779,A,31120
31120,A,34942
34942,D,26566
26566,D,30363
30363,A,28290
28290,A,12906
12906,A,8663
8663,B,15729
15729,A,11704
11704,A,18789
18789,A,28919
28919,B,31412
31412,C,20272
20272,D,21559
21559,D,7789
7789,A,20080
20080,A,12059
12059,A,11513
11513,D,30658
30658,A,34448
34448,A,11506
11506,A,32473
32473,D,29725
29725,D,24098
24098,D,19522
19522,D,33038
33038,D,4791
4791,A,15871
15871,A,23247
23247,A,21599
21599,B,27950
27950,C,28640
28640,A,17418
17418,A,5371
5371,A,23105
23105,D,14799
14799,D,15203
15203,B,26897
26897,C,11930
11930,D,7987
7987,D,33779
33779,D,28701
28701,D,16798
16798,D,14142
14142,D,33081
33081,D,32124
32124,D,15389
15389,D,6737
6737,B,5783
5783,C,17780
17780,B,32592
32592,C,15643
15643,B,25814
25814,C,26929
26929,D,24469
24469,B,5468
5468,C,18517
18517,B,10597
10597,C,7383
7383,D,38023
38023,D,7878
7878,D,15183
15183,D,33487
33487,A,32600
32600,A,21995
21995,A,21200
21200,D,37713
37713,A,31064
31064,A,33743
33743,A,13986
13986,D,11897
11897,D,20274
20274,A,16670
16670,A,17901
17901,A,25680
25680,D,33858
33858,D,7480
7480,D,20971
20971,D,6013
6013,A,36533
36533,A,32942
32942,A,17291
17291,B,30865
30865,C,8163
8163,D,13415
13415,A,6459
6459,A,10480
10480,A,35411
35411,D,17631
17631,D,4510
4510,D,25454
25454,B,7081
7081,C,23484
23484,A,9135
9135,A,18988
18988,A,13113
13113,D,36742
36742,D,13497
13497,D,7099
7099,A,29175
29175,A,9849
9849,A,16835
16835,D,13034
13034,B,13007
13007,C,18234
18234,A,17033
17033,A,26240
26240,A,6150
6150,A,36036
36036,A,25218
25218,A,35175
35175,D,28646
28646,D,12694
12694,D,8157
8157,B,7167
7167,C,20323
20323,D,19082
19082,A,7202
7202,A,6340
6340,A,9366
9366,B,13071
13071,C,15150
15150,D,24902
24902,D,20266
20266,A,32704
32704,A,17824
17824,A,31806
31806,A,16818
16818,A,13672
13672,A,21128
21128,D,19625
19625,B,5626
5626,C,33331
33331,D,14537
14537,D,15269
15269,A,27384
27384,A,23720
23720,A,19345
19345,A,11750
11750,A,31937
31937,A,13680
13680,A,11619
11619,A,14951
14951,A,10452
10452,D,28694
28694,D,31454
31454,A,24324
24324,A,4486
4486,A,32744
32744,A,30384
30384,A,20237
20237,A,30768
30768,A,34402
34402,A,23424
23424,A,19967
19967,A,27214
27214,A,12497
12497,A,15733
15733,B,33920
33920,B,26691
26691,C,23655
23655,A,22564
22564,A,18762
18762,A,16182
16182,A,28878
28878,A,34682
34682,A,6996
6996,D,9994
9994,A,31542
31542,A,5466
5466,A,16273
16273,D,9491
9491,D,8196
8196,D,31087
31087,D,14867
14867,D,21483
21483,D,28440
28440,D,17145
17145,D,34653
34653,D,35500
35500,D,35325
35325,D,15354
15354,A,26073
26073,A,23715
23715,A,34824
34824,A,18014
18014,A,22735
22735,A,20830
20830,B,16304
16304,C,19237
19237,D,23769
23769,D,29163
29163,A,28309
28309,A,5231
5231,A,18986
18986,D,12975
12975,D,6845
6845,D,12538
12538,B,27703
27703,C,9473
9473,B,29005
29005,C,4085
4085,D,30184
30184,B,17691
17691,C,21269
21269,D,25292
25292,D,11133
11133,D,15551
15551,D,13340
13340,A,3799
3799,A,22938
22938,A,16018
16018,A,33909
33909,A,14242
14242,A,17799
17799,D,7438
7438,D,26849
26849,D,26003
26003,A,17832
17832,A,11400
11400,A,20187
20187,D,3733
3733,A,20725
20725,A,17329
17329,A,22778
22778,D,17713
17713,D,16402
16402,B,16924
16924,C,28796
28796,A,17715
17715,A,4476
4476,A,27341
27341,D,14419
14419,D,4178
4178,D,26834
26834,A,7371
7371,A,15873
15873,A,15959
15959,D,17705
17705,D,18567
18567,A,18367
18367,A,21837
21837,A,22075
22075,D,12048
12048,D,31166
31166,D,24128
24128,B,22879
22879,C,11866
11866,A,11719
11719,A,4063
4063,A,20202
20202,D,9772
9772,D,11757
11757,A,26488
26488,A,9942
9942,A,18218
18218,D,7120
7120,D,4987
4987,D,30071
30071,D,17787
17787,A,31579
31579,A,21725
21725,A,11861
11861,A,25478
25478,A,32100
32100,A,19370
19370,D,21323
21323,B,21250
21250,C,6479
6479,D,6772
6772,D,29813
29813,D,14540
14540,D,8598
8598,A,25122
25122,A,7044
7044,A,4214
4214,B,25899
25899,C,4834
4834,D,24069
24069,A,29434
29434,A,25828
